name_nsi,price,index,condition,area,provision,certificate,construction_type,year_built,last_reconstruction,total_floors,floor,lift,balkonies,loggia,cellar,type,rooms,district,balkonies_unknown,loggia_unknown,lift_unknown,cellar_unknown,total_floors_unknown,last_reconstruction_unknown,year_built_unknown,floor_unknown,price_per_sqm,building_age,age_bucket,price_segment,size_segment,price_visual,area_visual
Semerovo,42000,,Original condition,58.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,724.1379310344828,,Unknown,Budget,Small,42000,58.0
Semerovo,42000,,Original condition,58.0,0,none,Brick,,,2.0,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,1,1,724.1379310344828,,Unknown,Budget,Small,42000,58.0
Štúrovo,107000,8.3,Partial reconstruction,40.0,0,Unknown,Unknown,,,5.0,3.0,0,,,0,1-room apartment,1,Nové Zámky,1,1,0,0,0,1,1,0,2675.0,,Unknown,Budget,Studio,107000,40.0
Štúrovo,105000,,Complete reconstruction,76.0,1,C,Unknown,,,7.0,4.0,1,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,1,0,1381.578947368421,,Unknown,Budget,Standard,105000,76.0
Štúrovo,82000,,Partial reconstruction,63.0,0,Unknown,Unknown,,2018.0,,2.0,0,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,0,1,0,1301.5873015873017,,Unknown,Budget,Small,82000,63.0
Štúrovo,102000,,Complete reconstruction,76.5,0,none,Unknown,,,7.0,2.0,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,1,0,1333.3333333333333,,Unknown,Budget,Standard,102000,76.5
Štúrovo,129000,8.2,Complete reconstruction,63.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,2047.6190476190477,,Unknown,Budget,Small,129000,63.0
Štúrovo,95000,,Complete reconstruction,63.0,1,none,Unknown,,,,,0,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,1,1,1,1507.936507936508,,Unknown,Budget,Small,95000,63.0
Štúrovo,82000,,Original condition,63.45,0,Unknown,Panel,,,,,1,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,1,1,1,1292.3561859732072,,Unknown,Budget,Small,82000,63.45
Štúrovo,74900,,Original condition,64.0,1,Unknown,Unknown,,,12.0,3.0,1,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,0,1,1,0,1170.3125,,Unknown,Budget,Small,74900,64.0
Štúrovo,64900,,Original condition,57.0,0,none,Panel,,,,7.0,1,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,1,1,0,1138.5964912280701,,Unknown,Budget,Small,64900,57.0
Štúrovo,83000,,Partial reconstruction,63.0,0,Unknown,Unknown,,,,,1,1.0,,0,2-room apartment,2,Nové Zámky,0,1,0,0,1,1,1,1,1317.4603174603174,,Unknown,Budget,Small,83000,63.0
Štúrovo,96500,,Partial reconstruction,78.0,0,Unknown,Unknown,,,7.0,,1,,1.0,0,3-room apartment,3,Nové Zámky,1,0,0,0,0,1,1,1,1237.179487179487,,Unknown,Budget,Standard,96500,78.0
Štúrovo,82900,,Original condition,62.0,0,Unknown,Unknown,,,7.0,2.0,1,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,1,0,1337.0967741935483,,Unknown,Budget,Small,82900,62.0
Štúrovo,67000,,Original condition,57.0,0,none,Panel,,,,,1,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,1,1,1,1175.438596491228,,Unknown,Budget,Small,67000,57.0
Štúrovo,48000,,Original condition,20.0,0,none,Unknown,1970.0,,7.0,1.0,0,,,0,1-room apartment,1,Nové Zámky,1,1,0,0,0,1,0,0,2400.0,54.0,41-80,Budget,Studio,48000,20.0
Štúrovo,79900,,Original condition,70.0,1,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1141.4285714285713,,Unknown,Budget,Small,79900,70.0
Štúrovo,65500,,Original condition,58.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,1,1,1,1129.3103448275863,,Unknown,Budget,Small,65500,58.0
Štúrovo,109000,,Complete reconstruction,73.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1493.150684931507,,Unknown,Budget,Small,109000,73.0
Štúrovo,68000,,Original condition,63.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1079.3650793650793,,Unknown,Budget,Small,68000,63.0
Štúrovo,94000,,Partial reconstruction,78.57,0,Unknown,Unknown,,,7.0,4.0,1,1.0,,0,3-room apartment,3,Nové Zámky,0,1,0,0,0,1,1,0,1196.3853888252515,,Unknown,Budget,Standard,94000,78.57
Štúrovo,74990,,Partial reconstruction,58.0,0,Unknown,Unknown,,,7.0,1.0,1,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,0,1,1,0,1292.9310344827586,,Unknown,Budget,Small,74990,58.0
Štúrovo,88500,,Partial reconstruction,59.0,0,Unknown,Unknown,,,7.0,7.0,1,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,1,0,1500.0,,Unknown,Budget,Small,88500,59.0
Štúrovo,92500,,Complete reconstruction,84.0,0,none,Unknown,1960.0,,1.0,1.0,0,,,0,4-room apartment,4,Nové Zámky,1,1,0,0,0,1,0,0,1101.1904761904761,64.0,41-80,Budget,Standard,92500,84.0
Štúrovo,85000,,Partial reconstruction,81.0,0,none,Unknown,,,4.0,1.0,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,1,0,1049.3827160493827,,Unknown,Budget,Standard,85000,81.0
Štúrovo,90459,,Complete reconstruction,64.0,0,Unknown,Brick,,,,,0,1.0,,0,3-room apartment,3,Nové Zámky,0,1,0,0,1,1,1,1,1413.421875,,Unknown,Budget,Small,90459,64.0
Štúrovo,81900,,Original condition,94.0,1,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,871.2765957446809,,Unknown,Budget,Standard,81900,94.0
Štúrovo,82900,,Partial reconstruction,80.0,0,none,Unknown,,,1.0,1.0,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,1,0,1036.25,,Unknown,Budget,Standard,82900,80.0
Štúrovo,79900,,Complete reconstruction,63.0,0,Unknown,Unknown,,,12.0,10.0,1,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,0,1,1,0,1268.2539682539682,,Unknown,Budget,Small,79900,63.0
Štúrovo,113000,,Partial reconstruction,102.0,0,none,Unknown,1980.0,,1.0,1.0,0,1.0,,0,4-room apartment,4,Nové Zámky,0,1,0,0,0,1,0,0,1107.8431372549019,44.0,41-80,Budget,Standard,113000,102.0
Štúrovo,59800,,Complete reconstruction,70.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,1,1,1,854.2857142857143,,Unknown,Budget,Small,59800,70.0
Štúrovo,92000,,Complete reconstruction,84.0,1,Unknown,Unknown,,,,,0,,,0,4-room apartment,4,Nové Zámky,1,1,0,0,1,1,1,1,1095.2380952380952,,Unknown,Budget,Standard,92000,84.0
Štúrovo,84000,,Complete reconstruction,65.0,1,none,Unknown,1900.0,,7.0,4.0,0,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,0,1,0,0,1292.3076923076924,124.0,80+,Budget,Small,84000,65.0
Štúrovo,92500,,Complete reconstruction,84.0,0,C,Unknown,,,,,0,,,0,4-room apartment,4,Nové Zámky,1,1,0,0,1,1,1,1,1101.1904761904761,,Unknown,Budget,Standard,92500,84.0
Štúrovo,139000,,Partial reconstruction,80.0,0,Unknown,Panel,,,4.0,1.0,0,,1.0,0,4-room apartment,4,Nové Zámky,1,0,0,0,0,1,1,0,1737.5,,Unknown,Budget,Standard,139000,80.0
Štúrovo,115000,,Partial reconstruction,76.0,0,none,Panel,,,,2.0,0,2.0,,0,3-room apartment,3,Nové Zámky,0,1,0,0,1,1,1,0,1513.157894736842,,Unknown,Budget,Standard,115000,76.0
Štúrovo,75000,,Original condition,68.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1102.9411764705883,,Unknown,Budget,Small,75000,68.0
Štúrovo,138000,,Complete reconstruction,86.0,0,Unknown,Unknown,2006.0,,,2.0,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,0,0,1604.6511627906978,18.0,11-20,Budget,Standard,138000,86.0
Štúrovo,120000,,Complete reconstruction,86.0,0,Unknown,Panel,,,,2.0,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,0,1395.3488372093022,,Unknown,Budget,Standard,120000,86.0
Štúrovo,73000,,Complete reconstruction,65.0,0,Unknown,Brick,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1123.076923076923,,Unknown,Budget,Small,73000,65.0
Štúrovo,98000,,Complete reconstruction,73.0,0,Unknown,Panel,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1342.4657534246576,,Unknown,Budget,Small,98000,73.0
Štúrovo,78000,,Original condition,63.0,0,C,Brick,1950.0,,,2.0,0,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,1,0,0,1238.095238095238,74.0,41-80,Budget,Small,78000,63.0
Šurany,93000,,Original condition,67.0,1,none,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1388.0597014925372,,Unknown,Budget,Small,93000,67.0
Šurany,98000,,Complete reconstruction,84.0,1,G,Unknown,1900.0,,3.0,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,0,1,1166.6666666666667,124.0,80+,Budget,Standard,98000,84.0
Šurany,69900,,Partial reconstruction,36.0,0,Unknown,Unknown,,,7.0,6.0,1,,,0,1-room apartment,1,Nové Zámky,1,1,0,0,0,1,1,0,1941.6666666666667,,Unknown,Budget,Studio,69900,36.0
Šurany,66409,,Partial reconstruction,40.0,0,Unknown,Panel,1992.0,,,,1,,1.0,0,1-room apartment,1,Nové Zámky,1,0,0,0,1,1,0,1,1660.225,32.0,21-40,Budget,Studio,66409,40.0
Šurany,66000,,Partial reconstruction,36.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Nové Zámky,1,1,0,0,1,1,1,1,1833.3333333333333,,Unknown,Budget,Studio,66000,36.0
Šurany,95000,,Complete reconstruction,82.0,0,none,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1158.5365853658536,,Unknown,Budget,Standard,95000,82.0
Šurany,98000,,Complete reconstruction,64.0,0,none,Unknown,,,,,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,1,1,1531.25,,Unknown,Budget,Small,98000,64.0
Šurany,83000,,Partial reconstruction,60.0,1,G,Unknown,1981.0,,7.0,7.0,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,0,1,0,0,1383.3333333333333,43.0,41-80,Budget,Small,83000,60.0
Šurany,68900,,Partial reconstruction,36.0,0,none,Unknown,,,7.0,6.0,1,,,0,1-room apartment,1,Nové Zámky,1,1,0,0,0,1,1,0,1913.888888888889,,Unknown,Budget,Studio,68900,36.0
Šurany,86990,,Complete reconstruction,56.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Nové Zámky,1,1,0,0,1,1,1,1,1553.392857142857,,Unknown,Budget,Small,86990,56.0
Tvrdošovce,85000,,Partial reconstruction,58.0,0,Unknown,Unknown,1977.0,,,1.0,0,,,0,3-room apartment,3,Nové Zámky,1,1,0,0,1,1,0,0,1465.5172413793102,47.0,41-80,Budget,Small,85000,58.0
Močenok,132990,,Partial reconstruction,86.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1546.3953488372092,,Unknown,Budget,Standard,132990,86.0
Diakovce,129000,,New building,85.22,1,Unknown,Unknown,,2021.0,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,0,1,1,1513.7291715559727,,Unknown,Budget,Standard,129000,85.22
Diakovce,112000,,Complete reconstruction,85.5,0,Unknown,Unknown,,,,,0,,,0,4-room apartment,4,Šaľa,1,1,0,0,1,1,1,1,1309.9415204678362,,Unknown,Budget,Standard,112000,85.5
Diakovce,153000,,New building,108.34,1,Unknown,Unknown,,,2.0,1.0,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1412.2207864131437,,Unknown,Economy,Standard,153000,108.34
Diakovce,138000,,New building,84.72,1,Unknown,Unknown,,,2.0,2.0,0,1.0,,0,3-room apartment,3,Šaľa,0,1,0,0,0,1,1,0,1628.8951841359774,,Unknown,Budget,Standard,138000,84.72
Diakovce,138000,,New building,84.79,0,A,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1627.5504186814483,,Unknown,Budget,Standard,138000,84.79
Diakovce,153000,,New building,108.34,0,A,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1412.2207864131437,,Unknown,Economy,Standard,153000,108.34
Diakovce,175000,,New building,129.0,0,Unknown,Unknown,,,1.0,1.0,0,,,0,4-room apartment,4,Šaľa,1,1,0,0,0,1,1,0,1356.5891472868218,,Unknown,Economy,Large,175000,129.0
Selice,43500,,Original condition,79.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,550.632911392405,,Unknown,Budget,Standard,43500,79.0
Selice,39900,,Original condition,79.0,1,none,Unknown,1900.0,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,0,1,505.0632911392405,124.0,80+,Budget,Standard,39900,79.0
Šaľa,112000,,Complete reconstruction,64.0,0,C,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1750.0,,Unknown,Budget,Small,112000,64.0
Šaľa,104900,,Complete reconstruction,64.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1639.0625,,Unknown,Budget,Small,104900,64.0
Šaľa,132900,,Partial reconstruction,83.0,0,C,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1601.2048192771085,,Unknown,Budget,Standard,132900,83.0
Šaľa,105000,,Partial reconstruction,63.0,1,B,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1666.6666666666667,,Unknown,Budget,Small,105000,63.0
Šaľa,99000,,Complete reconstruction,63.0,1,B,Unknown,,,7.0,5.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1571.4285714285713,,Unknown,Budget,Small,99000,63.0
Šaľa,95000,,Partial reconstruction,61.0,0,none,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1557.377049180328,,Unknown,Budget,Small,95000,61.0
Šaľa,69900,,Partial reconstruction,32.0,0,C,Unknown,,,,,0,,,0,1-room apartment,1,Šaľa,1,1,0,0,1,1,1,1,2184.375,,Unknown,Budget,Studio,69900,32.0
Šaľa,94900,,Original condition,64.0,0,Unknown,Unknown,,,,7.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,1,1,1,0,1482.8125,,Unknown,Budget,Small,94900,64.0
Šaľa,137900,,Partial reconstruction,73.0,0,none,Unknown,,,5.0,2.0,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1889.041095890411,,Unknown,Budget,Small,137900,73.0
Šaľa,125000,,New building,67.78,1,Unknown,Unknown,2013.0,,4.0,2.0,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,0,0,1844.2018294482148,11.0,11-20,Budget,Small,125000,67.78
Šaľa,133000,,Complete reconstruction,83.0,1,Unknown,Unknown,1974.0,,7.0,4.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,0,0,1602.4096385542168,50.0,41-80,Budget,Standard,133000,83.0
Šaľa,108500,,Partial reconstruction,79.0,1,Unknown,Unknown,,,,,0,,1.0,0,3-room apartment,3,Šaľa,1,0,0,0,1,1,1,1,1373.4177215189873,,Unknown,Budget,Standard,108500,79.0
Šaľa,74500,,Partial reconstruction,37.0,1,Unknown,Unknown,,2023.0,7.0,4.0,0,,,0,1-room apartment,1,Šaľa,1,1,0,0,0,0,1,0,2013.5135135135135,,Unknown,Budget,Studio,74500,37.0
Šaľa,98000,,Original condition,84.0,1,B,Unknown,,,7.0,6.0,1,,,0,4-room apartment,4,Šaľa,1,1,0,0,0,1,1,0,1166.6666666666667,,Unknown,Budget,Standard,98000,84.0
Šaľa,110000,,Partial reconstruction,75.0,1,B,Unknown,,,12.0,4.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1466.6666666666667,,Unknown,Budget,Small,110000,75.0
Šaľa,99000,,Complete reconstruction,63.0,1,B,Unknown,,,4.0,4.0,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1571.4285714285713,,Unknown,Budget,Small,99000,63.0
Šaľa,72000,,Partial reconstruction,36.0,1,B,Unknown,,,7.0,7.0,0,,,0,1-room apartment,1,Šaľa,1,1,0,0,0,1,1,0,2000.0,,Unknown,Budget,Studio,72000,36.0
Šaľa,113000,,Complete reconstruction,54.0,1,Unknown,Unknown,,2023.0,4.0,3.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,0,0,1,0,2092.5925925925926,,Unknown,Budget,Small,113000,54.0
Šaľa,99000,,Partial reconstruction,58.0,1,B,Unknown,,,,,0,1.0,,0,2-room apartment,2,Šaľa,0,1,0,0,1,1,1,1,1706.896551724138,,Unknown,Budget,Small,99000,58.0
Šaľa,72000,,Complete reconstruction,32.0,1,A,Unknown,,,,,0,,,0,1-room apartment,1,Šaľa,1,1,0,0,1,1,1,1,2250.0,,Unknown,Budget,Studio,72000,32.0
Šaľa,89000,,Partial reconstruction,54.0,0,Unknown,Unknown,,,3.0,3.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,0,1,1,0,1648.148148148148,,Unknown,Budget,Small,89000,54.0
Šaľa,105000,,Partial reconstruction,78.0,1,Unknown,Unknown,,,7.0,5.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1346.1538461538462,,Unknown,Budget,Standard,105000,78.0
Šaľa,95000,,Partial reconstruction,63.0,1,B,Unknown,,,,,0,,1.0,0,3-room apartment,3,Šaľa,1,0,0,0,1,1,1,1,1507.936507936508,,Unknown,Budget,Small,95000,63.0
Šaľa,83000,,Original condition,63.0,1,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1317.4603174603174,,Unknown,Budget,Small,83000,63.0
Šaľa,113000,,Complete reconstruction,84.0,1,B,Unknown,,2016.0,7.0,7.0,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,0,1,0,1345.2380952380952,,Unknown,Budget,Standard,113000,84.0
Šaľa,153000,,New building,108.34,1,Unknown,Unknown,2022.0,,1.0,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,0,1,1412.2207864131437,2.0,0-10,Economy,Standard,153000,108.34
Šaľa,138000,,New building,84.72,1,Unknown,Unknown,2022.0,,1.0,1.0,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,0,0,1628.8951841359774,2.0,0-10,Budget,Standard,138000,84.72
Šaľa,110000,,New building,49.0,0,Unknown,Panel,,,5.0,4.0,1,,,0,2-room apartment,2,Šaľa,1,1,0,0,0,1,1,0,2244.8979591836733,,Unknown,Budget,Small,110000,49.0
Šaľa,98000,,Complete reconstruction,58.0,1,none,Unknown,1988.0,,2.0,2.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,0,1,0,0,1689.655172413793,36.0,21-40,Budget,Small,98000,58.0
Šaľa,107000,,Complete reconstruction,67.0,0,none,Unknown,1970.0,,5.0,3.0,0,1.0,,0,3-room apartment,3,Šaľa,0,1,0,0,0,1,0,0,1597.0149253731342,54.0,41-80,Budget,Small,107000,67.0
Šaľa,114900,,Complete reconstruction,65.55,0,Unknown,Panel,,,,6.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,0,1752.8604118993135,,Unknown,Budget,Small,114900,65.55
Šaľa,67000,,Original condition,65.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1030.7692307692307,,Unknown,Budget,Small,67000,65.0
Šaľa,107000,,Complete reconstruction,70.0,0,none,Unknown,,,7.0,7.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1528.5714285714287,,Unknown,Budget,Small,107000,70.0
Šaľa,97500,,Complete reconstruction,84.0,0,none,Panel,,,,,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1160.7142857142858,,Unknown,Budget,Standard,97500,84.0
Šaľa,94900,,Original condition,70.0,0,B,Unknown,1983.0,,,7.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,1,1,0,0,1355.7142857142858,41.0,41-80,Budget,Small,94900,70.0
Šaľa,125000,,Complete reconstruction,74.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1689.1891891891892,,Unknown,Budget,Small,125000,74.0
Šaľa,98000,,Original condition,85.0,0,Unknown,Unknown,,,7.0,6.0,1,1.0,,0,4-room apartment,4,Šaľa,0,1,0,0,0,1,1,0,1152.9411764705883,,Unknown,Budget,Standard,98000,85.0
Šaľa,105700,,Partial reconstruction,76.0,0,Unknown,Unknown,,,,3.0,0,1.0,,0,3-room apartment,3,Šaľa,0,1,0,0,1,1,1,0,1390.7894736842106,,Unknown,Budget,Standard,105700,76.0
Šaľa,149700,,New building,73.0,0,A,Unknown,2023.0,,1.0,1.0,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,0,0,2050.6849315068494,1.0,0-10,Budget,Small,149700,73.0
Šaľa,104000,,Complete reconstruction,62.0,0,Unknown,Panel,,,6.0,6.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1677.4193548387098,,Unknown,Budget,Small,104000,62.0
Šaľa,93000,,Original condition,74.0,0,Unknown,Other,,,,4.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,1,1,1,0,1256.7567567567567,,Unknown,Budget,Small,93000,74.0
Šaľa,99000,,Complete reconstruction,58.0,1,Unknown,Unknown,1965.0,,2.0,2.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,0,1,0,0,1706.896551724138,59.0,41-80,Budget,Small,99000,58.0
Šaľa,92000,,Complete reconstruction,53.0,1,B,Unknown,1968.0,2016.0,4.0,3.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,0,0,0,0,1735.8490566037735,56.0,41-80,Budget,Small,92000,53.0
Šaľa,105990,,Partial reconstruction,75.16,1,Unknown,Unknown,,,5.0,5.0,1,1.0,,0,3-room apartment,3,Šaľa,0,1,0,0,0,1,1,0,1410.1915912719533,,Unknown,Budget,Standard,105990,75.16
Šaľa,119900,,Complete reconstruction,83.0,0,Unknown,Unknown,,,8.0,4.0,1,1.0,,0,3-room apartment,3,Šaľa,0,1,0,0,0,1,1,0,1444.578313253012,,Unknown,Budget,Standard,119900,83.0
Šaľa,153000,,New building,108.34,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1412.2207864131437,,Unknown,Economy,Standard,153000,108.34
Šaľa,138000,,New building,138000.0,0,Unknown,Unknown,2023.0,,,1.0,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,0,0,1.0,1.0,0-10,Budget,,138000,146.5
Šaľa,119900,,Complete reconstruction,74.0,0,none,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1620.2702702702702,,Unknown,Budget,Small,119900,74.0
Šaľa,85000,,Partial reconstruction,64.0,0,none,Unknown,,,,,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,1,1,1,1,1328.125,,Unknown,Budget,Small,85000,64.0
Šaľa,107000,,Complete reconstruction,70.0,0,none,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1528.5714285714287,,Unknown,Budget,Small,107000,70.0
Šaľa,129000,,Complete reconstruction,83.0,0,none,Unknown,,,7.0,7.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1554.2168674698796,,Unknown,Budget,Standard,129000,83.0
Šaľa,123950,,New building,95.0,0,A,Unknown,,,5.0,2.0,1,,,0,3-room apartment,3,Šaľa,1,1,0,0,0,1,1,0,1304.7368421052631,,Unknown,Budget,Standard,123950,95.0
Šaľa,134990,,Complete reconstruction,83.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1626.3855421686746,,Unknown,Budget,Standard,134990,83.0
Šaľa,95600,,Complete reconstruction,49.0,0,Unknown,Unknown,,,,1.0,0,1.0,,0,2-room apartment,2,Šaľa,0,1,0,0,1,1,1,0,1951.0204081632653,,Unknown,Budget,Small,95600,49.0
Šaľa,99000,,Original condition,85.0,0,none,Unknown,,,,,0,,,0,4-room apartment,4,Šaľa,1,1,0,0,1,1,1,1,1164.7058823529412,,Unknown,Budget,Standard,99000,85.0
Šaľa,84900,,Original condition,68.0,0,none,Unknown,1965.0,,7.0,3.0,1,,,0,2-room apartment,2,Šaľa,1,1,0,0,0,1,0,0,1248.5294117647059,59.0,41-80,Budget,Small,84900,68.0
Šaľa,105000,,Partial reconstruction,83.0,0,none,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1265.0602409638554,,Unknown,Budget,Standard,105000,83.0
Šaľa,63000,,Complete reconstruction,20.0,0,none,Unknown,,,,,0,,,0,Studio,1,Šaľa,1,1,0,0,1,1,1,1,3150.0,,Unknown,Budget,Studio,63000,20.0
Šaľa,94000,,Partial reconstruction,56.0,0,none,Unknown,,,,,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,1,1,1,1,1678.5714285714287,,Unknown,Budget,Small,94000,56.0
Šaľa,120000,,Partial reconstruction,83.0,0,none,Unknown,,,,,0,,,0,4-room apartment,4,Šaľa,1,1,0,0,1,1,1,1,1445.7831325301204,,Unknown,Budget,Standard,120000,83.0
Šaľa,98000,,Original condition,85.0,0,none,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1152.9411764705883,,Unknown,Budget,Standard,98000,85.0
Šaľa,63000,,Partial reconstruction,20.0,0,none,Unknown,,,,,0,,,0,Studio,1,Šaľa,1,1,0,0,1,1,1,1,3150.0,,Unknown,Budget,Studio,63000,20.0
Šaľa,108000,,Complete reconstruction,64.0,0,none,Unknown,,,,,0,,,0,3-room apartment,3,Šaľa,1,1,0,0,1,1,1,1,1687.5,,Unknown,Budget,Small,108000,64.0
Šaľa,75000,,Original condition,62.0,0,Unknown,Unknown,,,7.0,3.0,1,,1.0,0,3-room apartment,3,Šaľa,1,0,0,0,0,1,1,0,1209.6774193548388,,Unknown,Budget,Small,75000,62.0
Šaľa,92000,,Complete reconstruction,49.0,0,none,Panel,,,,3.0,0,,,0,2-room apartment,2,Šaľa,1,1,0,0,1,1,1,0,1877.5510204081634,,Unknown,Budget,Small,92000,49.0
